Default channel group,Date+hour,Users,Sessions,Engaged sessions,Average engagement time per session,Engaged sessions per user,Events per session,Engagement rate,Event count
Referral,2029-03-13 14:00:00,4,1,5,247.18,4.87,2.97,0.16,12
Social,2029-03-13 15:00:00,3,3,4,315.96,4.41,9,0.85,13
Organic Search,2029-03-13 16:00:00,2,2,3,34.73,1.49,1.07,0.29,18
Referral,2029-03-13 17:00:00,2,2,5,289.2,3.45,2.57,0.27,17
Affiliates,2029-03-13 18:00:00,4,4,3,56.97,2.78,1.68,0.48,3
Direct,2029-03-13 19:00:00,4,2,5,505.4,3.34,4.84,0.99,5
Display,2029-03-13 20:00:00,4,3,4,565.9,2.94,6.77,0.6,3
Affiliates,2029-03-13 21:00:00,4,5,3,89.08,1.02,2.87,0.18,19
Email,2029-03-13 22:00:00,4,2,2,595.17,3.93,3.89,0.91,13
Social,2029-03-13 23:00:00,2,3,3,279.57,3.23,4.21,0.59,6
Email,2029-03-14 00:00:00,1,3,2,326.4,1.92,1.37,0.49,15
Affiliates,2029-03-14 01:00:00,1,5,1,328.99,2.34,8.66,0.2,19
Display,2029-03-14 02:00:00,1,3,2,508.71,3.44,4.39,0.44,14
Organic Search,2029-03-14 03:00:00,2,4,5,78.06,4.53,7.9,0.77,4
Social,2029-03-14 04:00:00,3,5,3,426.61,3.05,3.84,0.13,4
Paid Search,2029-03-14 05:00:00,2,4,3,403.25,1.98,7.39,0.65,5
Social,2029-03-14 06:00:00,1,2,5,581.55,1.68,7.57,0.48,5
Direct,2029-03-14 07:00:00,1,2,3,423.29,1.76,3.28,0.7,5
Email,2029-03-14 08:00:00,4,3,4,590.73,4.94,7.41,0.75,10
Organic Search,2029-03-14 09:00:00,4,3,3,312.78,3.86,9.2,0.48,13
Email,2029-03-14 10:00:00,4,5,3,69.98,4.4,1.07,0.44,6
Display,2029-03-14 11:00:00,2,2,1,594.23,1.26,4.42,0.11,19
Referral,2029-03-14 12:00:00,3,1,3,327.65,3.41,8.46,0.67,11
Display,2029-03-14 13:00:00,3,3,3,399.95,0.92,9.28,0.19,7
Organic Search,2029-03-14 14:00:00,4,5,4,236.12,4.44,4.6,0.86,16
Referral,2029-03-14 15:00:00,3,3,2,116.04,4.54,8.71,0.71,8
Email,2029-03-14 16:00:00,1,5,2,579.08,0.8,8.49,0.65,11
Email,2029-03-14 17:00:00,1,2,3,389.86,4.45,5.89,0.94,16
Direct,2029-03-14 18:00:00,4,3,2,239.52,3.55,4.22,0.86,6
Direct,2029-03-14 19:00:00,4,3,1,377.32,0.58,7.41,0.21,6
Referral,2029-03-14 20:00:00,4,1,1,253.48,3.98,1.4,0.81,6
Paid Search,2029-03-14 21:00:00,3,2,2,574.45,3.92,8.88,0.78,10
Referral,2029-03-14 22:00:00,2,5,1,184.79,0.65,7.33,0.79,5
Direct,2029-03-14 23:00:00,4,1,3,518.68,3.23,5.63,0.59,11
Display,2029-03-15 00:00:00,3,5,2,239.63,3.86,8.8,0.15,19
Affiliates,2029-03-15 01:00:00,4,3,4,116.32,2.33,1.06,0.57,11
Referral,2029-03-15 02:00:00,2,4,3,524.57,4,5.78,0.38,9
Social,2029-03-15 03:00:00,4,3,3,456.33,3.29,1.38,0.29,13
Referral,2029-03-15 04:00:00,1,2,3,148.62,4.23,9.41,0.21,19
Email,2029-03-15 05:00:00,4,5,2,12.37,3.49,1,0.34,13
Email,2029-03-15 06:00:00,1,1,4,385.85,1.09,5.86,0.68,10
Paid Search,2029-03-15 07:00:00,1,3,4,47.55,2.21,2.64,0.9,14
Affiliates,2029-03-15 08:00:00,3,5,4,66.17,1.25,3.55,0.74,6
Affiliates,2029-03-15 09:00:00,3,1,2,189.98,3.27,4.73,0.38,2
Display,2029-03-15 10:00:00,1,3,1,539.55,2.8,2.71,0.25,6
Referral,2029-03-15 11:00:00,1,4,3,346.82,1.31,7.32,0.27,12
Email,2029-03-15 12:00:00,4,4,3,302.49,2.85,8.3,0.86,19
Display,2029-03-15 13:00:00,4,3,1,17.12,1.76,3.03,0.68,1
Direct,2029-03-15 14:00:00,1,2,2,224.9,0.61,2.56,0.38,6
Direct,2029-03-15 15:00:00,3,4,4,538.22,1.45,1.82,0.31,16
Email,2029-03-15 16:00:00,4,5,2,276.38,2.24,1.24,0.76,12
Social,2029-03-15 17:00:00,4,2,1,352.84,2.19,9.01,0.99,6
Referral,2029-03-15 18:00:00,4,2,5,45.57,3.18,8.04,0.28,15
Affiliates,2029-03-15 19:00:00,3,3,5,349.65,3.98,6.4,0.12,9
Display,2029-03-15 20:00:00,1,5,1,11.37,3.83,1.57,0.17,15
Referral,2029-03-15 21:00:00,4,5,1,138.19,4.14,4.95,0.76,6
Display,2029-03-15 22:00:00,3,1,4,327.38,2.79,9.1,0.39,13
Display,2029-03-15 23:00:00,3,4,3,198.62,0.61,6.49,0.67,13
Direct,2029-03-16 00:00:00,3,4,4,447.62,0.6,3.42,0.63,19
Affiliates,2029-03-16 01:00:00,3,2,3,197.9,3.64,8.22,0.54,17
Paid Search,2029-03-16 02:00:00,4,2,4,185.32,2.75,9.24,0.82,10
Paid Search,2029-03-16 03:00:00,1,3,2,13.39,2.38,6.21,0.81,18
Affiliates,2029-03-16 04:00:00,1,5,3,401.76,3.55,8.8,0.46,4
Paid Search,2029-03-16 05:00:00,3,4,4,363.02,4.38,2.98,0.35,17
Display,2029-03-16 06:00:00,1,1,1,218.98,1.71,1.18,0.12,4
Email,2029-03-16 07:00:00,4,4,4,545.69,2.81,5.09,0.21,16
Referral,2029-03-16 08:00:00,1,4,2,438.47,2.93,6.24,0.7,18
Email,2029-03-16 09:00:00,1,4,1,31.04,3.85,7.83,0.55,5
Email,2029-03-16 10:00:00,2,2,3,343.44,0.6,3.2,0.16,10
Email,2029-03-16 11:00:00,1,5,1,108.73,3.72,6.32,0.79,12
Referral,2029-03-16 12:00:00,1,5,4,139.88,3.39,8.25,0.43,15
Social,2029-03-16 13:00:00,3,4,2,551.86,2.51,3.26,0.41,12
Email,2029-03-16 14:00:00,3,5,4,531.58,2.28,2.06,0.9,19
Organic Search,2029-03-16 15:00:00,2,3,4,427.65,3.42,8.37,0.79,7
Display,2029-03-16 16:00:00,4,2,5,25.83,4.45,4.12,0.31,13
Email,2029-03-16 17:00:00,2,2,2,316.06,4.81,1.77,0.55,11
Direct,2029-03-16 18:00:00,1,5,1,27.64,4.77,1.04,0.44,16
Social,2029-03-16 19:00:00,1,4,5,108.41,3.81,7.4,0.78,9
Display,2029-03-16 20:00:00,4,4,1,503.72,1.15,2.31,0.1,1
Referral,2029-03-16 21:00:00,4,4,1,542.23,3.05,9.98,0.88,11
Organic Search,2029-03-16 22:00:00,3,5,3,507.97,1.67,9.94,0.52,14
Affiliates,2029-03-16 23:00:00,1,4,3,179.94,1.91,2.2,0.94,11
Direct,2029-03-17 00:00:00,1,5,2,199.51,2,6.24,0.27,10
Email,2029-03-17 01:00:00,1,1,2,515.98,4.92,3.32,0.64,8
Email,2029-03-17 02:00:00,1,5,4,282.42,2.98,8.59,0.34,14
Social,2029-03-17 03:00:00,1,3,2,122.34,4.52,8.23,0.17,18
Paid Search,2029-03-17 04:00:00,1,4,2,443.6,2.29,6.67,0.49,4
Affiliates,2029-03-17 05:00:00,1,4,3,448.08,1.69,4.86,0.54,5
Referral,2029-03-17 06:00:00,1,2,5,265.26,1.66,3.74,0.97,7
Social,2029-03-17 07:00:00,3,5,3,290.59,2.56,8.42,0.92,5
Referral,2029-03-17 08:00:00,2,1,2,267.89,2.23,5.6,0.89,2
Paid Search,2029-03-17 09:00:00,1,4,4,23.02,0.69,3.34,0.67,2
Social,2029-03-17 10:00:00,3,2,4,275.62,2.78,8.42,0.14,19
Paid Search,2029-03-17 11:00:00,1,5,4,302.79,0.69,1.2,0.31,12
Social,2029-03-17 12:00:00,4,2,3,293.55,0.74,6.69,0.52,8
Direct,2029-03-17 13:00:00,1,1,4,239.23,3.9,4.1,0.41,18
Paid Search,2029-03-17 14:00:00,2,5,2,293.13,1.84,9.31,0.67,5
Email,2029-03-17 15:00:00,3,4,3,200.48,4.85,6.84,0.82,10
Social,2029-03-17 16:00:00,4,5,2,406.85,4.84,1.18,0.44,7
Social,2029-03-17 17:00:00,4,4,5,194.63,2.05,8.3,0.8,7
Organic Search,2029-03-17 18:00:00,1,3,2,545.8,4.87,9.35,0.58,6
Display,2029-03-17 19:00:00,2,4,5,179.38,4.97,9.75,0.22,8
Affiliates,2029-03-17 20:00:00,2,2,5,15.46,2.93,7.34,0.38,9
Display,2029-03-17 21:00:00,1,1,1,378.39,3.16,3.39,0.76,7
Direct,2029-03-17 22:00:00,1,5,1,10.71,2.37,2.23,0.93,12
Social,2029-03-17 23:00:00,3,3,2,481.62,1.04,1.72,0.97,10
Direct,2029-03-18 00:00:00,3,3,5,183.55,2.37,3.74,0.75,17
Email,2029-03-18 01:00:00,1,3,3,505.04,2.79,9.3,0.19,10
Affiliates,2029-03-18 02:00:00,1,2,3,434.23,2.78,9.05,0.37,13
Social,2029-03-18 03:00:00,4,4,4,66.02,3.84,6.62,0.55,3
Organic Search,2029-03-18 04:00:00,2,3,4,96.3,1.86,4.49,0.76,18
Social,2029-03-18 05:00:00,3,1,3,344.42,2.28,2.55,0.38,2
Organic Search,2029-03-18 06:00:00,1,1,1,508.4,1.45,6.83,0.96,18
Email,2029-03-18 07:00:00,1,5,5,321.41,3.07,7.41,0.76,19
Direct,2029-03-18 08:00:00,3,1,2,156.78,4.83,3.55,0.79,16
Affiliates,2029-03-18 09:00:00,4,4,3,333.19,3.6,3.5,0.51,18
Affiliates,2029-03-18 10:00:00,4,4,3,228.37,4.7,7.26,0.66,10
Organic Search,2029-03-18 11:00:00,1,3,1,543.54,4.11,6.74,0.95,15
Referral,2029-03-18 12:00:00,2,4,4,109.99,0.87,9.8,0.57,16
Email,2029-03-18 13:00:00,2,4,5,208.71,1.06,8.52,0.55,19
Social,2029-03-18 14:00:00,1,3,2,40.82,2.18,3.08,0.4,12
Affiliates,2029-03-18 15:00:00,3,5,1,305.54,2.66,4.73,0.49,14
Display,2029-03-18 16:00:00,2,4,4,85.32,3.27,6.61,0.55,14
Display,2029-03-18 17:00:00,3,4,2,79.15,1.6,2.64,0.63,2
Referral,2029-03-18 18:00:00,3,2,2,209.31,1.26,8.85,0.96,1
Organic Search,2029-03-18 19:00:00,3,5,1,592.49,4.57,3.13,0.2,5
Affiliates,2029-03-18 20:00:00,4,3,2,250.36,0.87,8.85,0.22,4
Affiliates,2029-03-18 21:00:00,2,2,4,291.46,4.69,2.55,0.21,17
Affiliates,2029-03-18 22:00:00,4,2,3,69.54,2.01,8.59,0.55,2
Email,2029-03-18 23:00:00,2,5,4,575.4,3.03,7.17,0.66,9
Paid Search,2029-03-19 00:00:00,1,4,1,425.58,1.51,6.97,0.29,2
Organic Search,2029-03-19 01:00:00,3,3,2,31.27,2.8,5.42,0.64,9
Organic Search,2029-03-19 02:00:00,2,5,3,455.19,2.6,2.65,0.14,15
Display,2029-03-19 03:00:00,2,2,5,515.63,3.27,9.35,0.54,10
Email,2029-03-19 04:00:00,1,1,4,112.65,1.05,5.5,0.23,17
Paid Search,2029-03-19 05:00:00,4,3,5,578.52,4.42,3.19,0.21,4
Social,2029-03-19 06:00:00,2,1,1,472.1,2.56,8.96,0.89,18
Organic Search,2029-03-19 07:00:00,2,4,1,521.53,2.8,6.16,0.32,18
Affiliates,2029-03-19 08:00:00,4,5,5,318.19,1.39,1.78,0.73,5
Direct,2029-03-19 09:00:00,4,4,3,424.08,3.87,6.15,0.14,18
Referral,2029-03-19 10:00:00,2,5,2,384.79,4.47,4.8,0.99,9
Social,2029-03-19 11:00:00,4,2,5,558.73,2.86,7.36,0.79,13
Display,2029-03-19 12:00:00,1,4,3,399.39,0.62,6.16,0.86,13
Paid Search,2029-03-19 13:00:00,1,1,2,95.37,3.16,2.38,0.62,16
Email,2029-03-19 14:00:00,3,2,5,19.54,1.63,1.03,0.11,13
Organic Search,2029-03-19 15:00:00,2,5,5,177.66,4.37,7.67,0.37,9
Social,2029-03-19 16:00:00,1,2,1,120,2.11,8.64,0.24,10
Paid Search,2029-03-19 17:00:00,1,1,1,168.79,4.98,1.26,0.67,9
Paid Search,2029-03-19 18:00:00,1,3,4,182.22,0.57,5.63,0.14,4
Affiliates,2029-03-19 19:00:00,3,5,2,437.45,0.72,6.27,0.23,6
Organic Search,2029-03-19 20:00:00,4,3,2,540.35,2.16,9.83,0.34,13
Direct,2029-03-19 21:00:00,3,2,2,293.41,4.13,3.05,0.85,9
Direct,2029-03-19 22:00:00,3,4,3,498.66,4.02,1.65,0.43,18
Direct,2029-03-19 23:00:00,3,5,5,93.52,4.01,7.91,0.4,4
Organic Search,2029-03-20 00:00:00,3,2,4,23.98,2.87,7.53,0.37,8
Direct,2029-03-20 01:00:00,2,5,2,219.21,1.62,4.29,0.91,16
Email,2029-03-20 02:00:00,2,1,4,65.92,4.43,3.96,0.71,6
Paid Search,2029-03-20 03:00:00,1,2,3,553,3.77,8.37,1,17
Referral,2029-03-20 04:00:00,3,4,1,212.88,0.93,9.16,0.27,2
Organic Search,2029-03-20 05:00:00,3,5,4,96.33,4.01,1.68,0.97,9
Organic Search,2029-03-20 06:00:00,1,4,5,20.47,4.44,7.34,0.26,2
Direct,2029-03-20 07:00:00,4,4,3,383.54,2.87,7.27,0.42,14
Email,2029-03-20 08:00:00,2,1,3,236.23,0.59,4.21,0.18,17
Organic Search,2029-03-20 09:00:00,3,3,4,282.25,2.16,4.83,0.39,5
Paid Search,2029-03-20 10:00:00,4,2,2,56.58,1.23,6.18,0.46,10
Paid Search,2029-03-20 11:00:00,4,3,3,229.63,1.51,7.39,0.71,16
Social,2029-03-20 12:00:00,3,3,1,432.52,4.19,8.56,0.94,7
Affiliates,2029-03-20 13:00:00,3,1,3,262.78,4.77,8.24,0.82,10
Social,2029-03-20 14:00:00,4,4,5,207.51,1.93,9.99,0.29,12
Affiliates,2029-03-20 15:00:00,2,4,1,421.67,2.01,3.43,0.14,4
Direct,2029-03-20 16:00:00,2,2,4,110.34,3.8,6.91,0.81,1
Organic Search,2029-03-20 17:00:00,3,1,2,453.41,2.47,1.81,0.86,9
Email,2029-03-20 18:00:00,3,5,1,259.93,3.98,9.73,0.55,18
Email,2029-03-20 19:00:00,1,4,4,138.45,3.7,7.81,0.44,19
Email,2029-03-20 20:00:00,1,2,1,423.47,3.41,6.67,0.19,11
Direct,2029-03-20 21:00:00,2,5,2,199.99,3.01,3.77,0.9,12
Referral,2029-03-20 22:00:00,1,3,5,395.91,1.36,3.47,0.33,9
Affiliates,2029-03-20 23:00:00,4,1,3,22.99,4.43,9.54,0.9,12
Referral,2029-03-21 00:00:00,4,5,3,556.41,3.47,1.55,0.61,4
Organic Search,2029-03-21 01:00:00,4,4,2,89.82,0.97,8.78,0.38,18
Social,2029-03-21 02:00:00,4,2,2,484.28,1.94,8.97,0.41,9
Affiliates,2029-03-21 03:00:00,3,2,1,188.26,3.05,4.33,0.89,10
Email,2029-03-21 04:00:00,4,1,3,231.33,0.97,2.21,0.15,1
Affiliates,2029-03-21 05:00:00,2,3,3,248.34,0.62,1.14,0.31,16
Social,2029-03-21 06:00:00,1,4,2,277.97,1.37,1.68,0.74,19
Email,2029-03-21 07:00:00,2,3,4,304.45,1.99,1.9,0.51,1
Display,2029-03-21 08:00:00,3,1,4,486.59,3.83,6.68,0.13,10
Social,2029-03-21 09:00:00,1,1,5,269.42,2.44,3.77,0.93,18
Social,2029-03-21 10:00:00,1,3,2,282.1,0.78,7.66,0.36,19
Direct,2029-03-21 11:00:00,1,5,5,41.15,3.3,8.89,0.27,14
Display,2029-03-21 12:00:00,4,5,2,105.93,3.81,2.53,0.7,15
Referral,2029-03-21 13:00:00,3,1,2,245,0.9,8.42,0.32,7
Referral,2029-03-21 14:00:00,2,5,2,495.42,3.41,5.2,0.45,17
Referral,2029-03-21 15:00:00,4,5,3,133.03,2.16,5.98,0.88,13
Referral,2029-03-21 16:00:00,1,2,3,585.21,4.14,9.58,0.78,17
Social,2029-03-21 17:00:00,2,3,5,413.57,3.37,2.71,0.89,2
Display,2029-03-21 18:00:00,2,2,1,345.87,3.21,8.65,0.86,1
Email,2029-03-21 19:00:00,2,2,1,433.07,2.49,8.1,0.69,10
Paid Search,2029-03-21 20:00:00,3,1,1,426.07,1.5,3.21,0.9,7
Organic Search,2029-03-21 21:00:00,4,1,5,572.07,0.58,4.36,0.96,19
Referral,2029-03-21 22:00:00,3,1,5,79.33,2.56,9.09,0.72,13
Social,2029-03-21 23:00:00,1,2,2,443.32,2.18,8.17,0.44,7
Referral,2029-03-22 00:00:00,1,4,5,564.51,1.6,7.39,0.83,8
Organic Search,2029-03-22 01:00:00,2,2,3,378.19,3.74,4.47,0.76,12
Direct,2029-03-22 02:00:00,2,2,5,65,4.59,2.13,0.96,5
Social,2029-03-22 03:00:00,2,2,4,52.4,2.25,8.75,0.18,8
Paid Search,2029-03-22 04:00:00,3,5,2,275.68,2.56,1.06,0.54,2
Referral,2029-03-22 05:00:00,4,5,3,263.22,3.91,1.07,0.71,1
Organic Search,2029-03-22 06:00:00,3,1,1,97.75,2.85,2.32,0.6,19
Paid Search,2029-03-22 07:00:00,1,2,4,479.67,3.75,7.53,0.82,11
Display,2029-03-22 08:00:00,2,2,5,559.79,4.14,4.04,0.13,2
Organic Search,2029-03-22 09:00:00,2,1,4,551.55,2.11,4.67,0.89,4
Display,2029-03-22 10:00:00,3,3,1,317.72,4.29,1.9,0.74,19
Social,2029-03-22 11:00:00,1,4,2,230.92,3.87,8.11,0.52,18
Social,2029-03-22 12:00:00,4,4,2,459.88,3.71,5.84,0.91,6
Organic Search,2029-03-22 13:00:00,2,3,2,65.05,2.8,7.36,0.26,1
Referral,2029-03-22 14:00:00,2,1,4,319.65,3.64,5.61,0.91,8
Email,2029-03-22 15:00:00,1,3,3,178.32,4.75,7.97,0.63,8
Referral,2029-03-22 16:00:00,2,4,5,404.16,2.71,7.62,0.71,9
Social,2029-03-22 17:00:00,4,3,1,253.97,3.7,9.28,0.86,15
Paid Search,2029-03-22 18:00:00,3,2,4,264.43,4.05,8.99,0.85,7
Affiliates,2029-03-22 19:00:00,1,5,1,128.61,0.92,6.66,0.27,15
Affiliates,2029-03-22 20:00:00,2,2,4,330.85,2.39,6.97,0.94,19
Referral,2029-03-22 21:00:00,2,4,5,127.39,1.22,4.01,0.36,8
Referral,2029-03-22 22:00:00,4,5,4,413.52,4.62,9.46,0.28,6
Social,2029-03-22 23:00:00,3,5,2,545.38,4.14,4.58,0.35,15
Referral,2029-03-23 00:00:00,4,3,4,544.23,2.17,3.98,0.55,19
Organic Search,2029-03-23 01:00:00,3,2,4,324.74,1.87,8.21,0.5,13
Affiliates,2029-03-23 02:00:00,4,3,5,224.12,3.44,3.66,0.91,10
Paid Search,2029-03-23 03:00:00,3,4,2,152.27,4.15,4.16,0.88,8
Direct,2029-03-23 04:00:00,2,5,5,164.09,1.45,3.96,0.33,6
Paid Search,2029-03-23 05:00:00,2,3,1,498.29,3.4,8.22,0.7,2
Direct,2029-03-23 06:00:00,2,5,4,457.75,0.86,7.22,0.76,8
Paid Search,2029-03-23 07:00:00,1,2,5,576.44,1.61,1.23,0.9,19
Display,2029-03-23 08:00:00,3,4,3,248.9,4.68,5.12,0.56,19
Organic Search,2029-03-23 09:00:00,1,2,3,223.48,3.85,3.01,0.69,13
Display,2029-03-23 10:00:00,3,3,3,88.92,2.57,1.25,0.56,4
Referral,2029-03-23 11:00:00,2,3,5,337.93,1.29,3.65,0.47,11
Direct,2029-03-23 12:00:00,1,1,4,120.83,1.68,9.47,0.82,8
Referral,2029-03-23 13:00:00,1,2,3,266.94,2.46,2.61,0.84,16
Paid Search,2029-03-23 14:00:00,4,4,2,579.16,1.01,7.47,0.99,16
Display,2029-03-23 15:00:00,3,5,3,562.36,1.59,7.83,0.18,15
Affiliates,2029-03-23 16:00:00,4,1,3,95.03,3.38,9.16,0.53,7
Paid Search,2029-03-23 17:00:00,1,4,4,230.82,4.34,2.12,0.57,19
Paid Search,2029-03-23 18:00:00,1,2,3,532.24,4.11,5.95,0.66,18
Organic Search,2029-03-23 19:00:00,2,5,3,96.81,2.78,4.9,0.96,5
Organic Search,2029-03-23 20:00:00,4,4,4,192.71,0.67,9.95,0.89,7
Direct,2029-03-23 21:00:00,4,1,3,63.94,3.27,3.12,0.35,15
Referral,2029-03-23 22:00:00,4,5,5,563.07,2.7,1.46,0.6,5
Referral,2029-03-23 23:00:00,3,2,2,250.01,3.99,6.04,0.76,4
Display,2029-03-24 00:00:00,1,5,5,176.33,1.37,1.02,0.39,19
Affiliates,2029-03-24 01:00:00,4,2,3,145.58,4.33,5.49,0.86,12
Organic Search,2029-03-24 02:00:00,2,3,2,335.18,4.1,1.42,1,15
Direct,2029-03-24 03:00:00,1,3,1,189.11,1.12,2.58,0.75,1
Email,2029-03-24 04:00:00,2,2,2,151.75,4.84,3.02,0.49,17
Affiliates,2029-03-24 05:00:00,1,4,4,282.45,1.73,1.49,0.69,6
Email,2029-03-24 06:00:00,2,1,2,449.59,0.52,6.72,0.81,11
Referral,2029-03-24 07:00:00,4,3,5,326.8,4.48,7.59,0.93,5
Email,2029-03-24 08:00:00,4,4,4,541.38,0.84,4.55,0.97,11
Display,2029-03-24 09:00:00,2,5,5,13.42,1.77,7.2,0.99,2
Social,2029-03-24 10:00:00,3,3,5,370.97,1.5,8.9,0.78,4
Social,2029-03-24 11:00:00,2,4,1,442.63,1.34,8.12,0.87,14
Paid Search,2029-03-24 12:00:00,1,1,3,95.65,2.98,6.47,0.12,19
Paid Search,2029-03-24 13:00:00,2,5,1,149.58,4.01,1.86,0.24,9
Referral,2029-03-24 14:00:00,2,3,3,457.58,2.19,1.64,0.67,4
Email,2029-03-24 15:00:00,1,3,5,514.39,1.93,4.89,0.69,9
Social,2029-03-24 16:00:00,4,1,2,53.08,2.58,6.64,0.84,13
Affiliates,2029-03-24 17:00:00,1,2,3,257.15,2.43,5.12,0.96,5
Direct,2029-03-24 18:00:00,2,3,1,133.47,3.8,3.98,0.92,1
Display,2029-03-24 19:00:00,1,2,4,558.71,2.98,8.77,0.63,12
Referral,2029-03-24 20:00:00,2,1,1,201.26,3.2,5.37,0.86,7
Display,2029-03-24 21:00:00,4,1,5,421.64,1.88,2.72,0.35,4
Direct,2029-03-24 22:00:00,2,4,5,318.44,3.65,6.15,0.93,1
Social,2029-03-24 23:00:00,2,3,1,333.45,0.84,2.16,0.23,5
Organic Search,2029-03-25 00:00:00,4,5,1,321.8,4.94,4.78,0.56,15
Direct,2029-03-25 01:00:00,1,5,4,181.72,0.51,2.17,0.16,4
Referral,2029-03-25 02:00:00,3,1,3,411.91,1.3,5.94,0.82,12
Social,2029-03-25 03:00:00,3,5,5,585.13,0.77,5.48,0.71,11
Direct,2029-03-25 04:00:00,2,5,3,42.01,1.8,2.94,0.42,4
Organic Search,2029-03-25 05:00:00,2,5,5,329.72,4.13,9.02,0.3,16
Referral,2029-03-25 06:00:00,4,4,5,302.98,0.77,4.8,0.34,18
Paid Search,2029-03-25 07:00:00,1,4,1,172.86,0.77,9.42,0.86,14
Affiliates,2029-03-25 08:00:00,3,1,1,483.9,1,4.08,0.22,9
Email,2029-03-25 09:00:00,3,5,2,556.64,4.92,8.08,0.41,19
Paid Search,2029-03-25 10:00:00,4,1,1,593.32,2.08,3.84,0.44,6
Social,2029-03-25 11:00:00,4,1,2,53.39,1.7,3.89,0.63,16
Email,2029-03-25 12:00:00,3,1,5,459.4,0.92,2.65,0.96,17
Organic Search,2029-03-25 13:00:00,1,4,4,253.04,0.65,3.62,0.35,13
Organic Search,2029-03-25 14:00:00,1,4,3,336.6,4.52,6.35,0.28,14
Organic Search,2029-03-25 15:00:00,1,3,3,558.34,4.4,6.99,0.82,1
Referral,2029-03-25 16:00:00,2,5,4,285.45,2,7.44,0.79,17
Email,2029-03-25 17:00:00,1,2,4,17.16,4.77,3.65,0.81,15
Affiliates,2029-03-25 18:00:00,2,4,1,319.54,0.61,7,0.5,18
Direct,2029-03-25 19:00:00,2,2,5,565.53,4.62,7.72,0.13,6
Display,2029-03-25 20:00:00,4,5,3,372.74,1.05,3.13,0.99,18
Referral,2029-03-25 21:00:00,2,5,4,407.36,4.37,1.67,0.37,14
Email,2029-03-25 22:00:00,2,4,5,581.92,4.75,8.57,0.43,14
Referral,2029-03-25 23:00:00,4,2,3,440.39,1.33,1.56,0.79,16
Paid Search,2029-03-26 00:00:00,1,1,5,436.66,4.64,3.31,0.57,4
Organic Search,2029-03-26 01:00:00,1,1,2,440.91,1.39,6.75,0.85,10
Display,2029-03-26 02:00:00,3,4,3,296.77,4.79,5.12,0.63,3
Affiliates,2029-03-26 03:00:00,3,2,2,217.82,4.09,8.73,0.47,18
Referral,2029-03-26 04:00:00,2,4,5,501.29,1.35,8.06,0.64,19
Referral,2029-03-26 05:00:00,3,1,1,94.04,2.83,1.98,0.28,8
Referral,2029-03-26 06:00:00,4,5,4,421.52,0.61,7.42,0.47,16
Direct,2029-03-26 07:00:00,3,4,2,395.97,2.87,6.47,0.29,10
Affiliates,2029-03-26 08:00:00,3,1,1,322.73,1.56,2.47,0.68,18
Display,2029-03-26 09:00:00,2,5,3,225.02,1.39,8.6,0.4,10
Email,2029-03-26 10:00:00,4,4,4,286.04,3.47,4.84,0.58,2
Referral,2029-03-26 11:00:00,3,4,5,403.7,2.5,7.69,0.21,18
Social,2029-03-26 12:00:00,1,1,4,451.91,2.42,7,0.58,17
Organic Search,2029-03-26 13:00:00,4,1,1,49.3,3.54,9.89,0.65,5
Direct,2029-03-26 14:00:00,4,5,1,246.12,2.66,6.63,0.41,8
Social,2029-03-26 15:00:00,2,3,3,87.87,3.56,2.36,0.95,10
Display,2029-03-26 16:00:00,4,5,5,395.19,4.47,9.22,0.86,8
Display,2029-03-26 17:00:00,4,4,3,452.1,3.43,2.08,0.67,5
Direct,2029-03-26 18:00:00,4,4,5,417.6,1.3,8.08,0.28,18
Referral,2029-03-26 19:00:00,4,4,3,61.14,4.41,7.28,0.53,10
Email,2029-03-26 20:00:00,4,1,4,266.47,1.93,2.74,0.98,4
Email,2029-03-26 21:00:00,4,4,5,276.83,2.28,9.39,0.36,6
Email,2029-03-26 22:00:00,4,4,5,383.58,1.4,9.07,0.75,4
Direct,2029-03-26 23:00:00,1,5,5,456.88,4.07,6.22,0.31,14
Organic Search,2029-03-27 00:00:00,4,1,3,263.27,1.49,6.96,0.77,17
Paid Search,2029-03-27 01:00:00,2,5,3,550.75,1.96,9.03,0.9,10
Organic Search,2029-03-27 02:00:00,1,3,3,112.91,2.57,3.56,0.72,9
Paid Search,2029-03-27 03:00:00,4,5,1,256.16,2.77,2.56,0.73,19
Email,2029-03-27 04:00:00,3,5,4,514.8,1.91,8.73,0.66,1
Social,2029-03-27 05:00:00,2,3,3,498.27,4.31,5.39,0.83,19
Social,2029-03-27 06:00:00,1,5,4,581.02,1.2,7.97,0.92,18
Social,2029-03-27 07:00:00,2,4,2,64.57,0.74,3.3,0.9,6
Social,2029-03-27 08:00:00,1,4,3,470.71,1.9,6.42,0.84,3
Affiliates,2029-03-27 09:00:00,3,2,5,458.9,3.73,2.59,0.59,7
Direct,2029-03-27 10:00:00,2,1,5,597.37,2.38,8.57,0.99,5
Organic Search,2029-03-27 11:00:00,2,4,2,304.52,4.3,3.28,0.77,9
Affiliates,2029-03-27 12:00:00,1,1,3,482.82,0.96,9.76,0.69,9
Social,2029-03-27 13:00:00,1,5,5,596.42,1.68,1.91,0.35,16
Organic Search,2029-03-27 14:00:00,3,2,5,22.07,3.64,8.92,0.4,15
Email,2029-03-27 15:00:00,4,4,2,442.23,4.18,1.11,0.4,19
